ref	annotation_name	count	volumes	type	lcsh_label	lcsh_uri	match_quality	broader_terms	all_suggestions
recvWez8hh14JTSSl	Compliance	13	4	topic	Compliance	http://id.loc.gov/authorities/subjects/sh85029378	exact	Psychology → Soul → Future life → Eschatology → Religious thought	Compliance; Compliance auditing; Compliance costs; Ethics and compliance officers; Patient compliance
recn1rA2azYdOdxn5	Glasnost	13	2	topic	Glasnost	http://id.loc.gov/authorities/subjects/sh89002248	exact	Soviet Union--Intellectual life--1970-1991	Glasnost
recFwGxYjdvSQbu8A	Petroleum	13	3	topic	Petroleum	http://id.loc.gov/authorities/subjects/sh85100361	exact		Petroleum; Petroleum reserves--Alaska; Petroleum as fuel; Petroleum as fuel--Additives; Petroleum as fuel--Additives--Congresses
rec9WWJ4AW3ovypvP	Balance of payments	13	2	topic	Balance of payments	http://id.loc.gov/authorities/subjects/sh85011127	exact		Balance of payments; Balance of payments--Canada; Balance of payments--Developing countries; Balance of payments--Great Britain; Balance of payments--India
recW6DpFu8d7ioWcO	Relations	13	1	compound-subject	Relations	http://id.loc.gov/authorities/subjects/sh00007590	exact		Relations; Relation algebras; Ethnic relations; Religions--Relations; Causal relations (Linguistics)
recjGGYhJwHrOAt0d	Inspection	13	1	topic	Inspection	http://id.loc.gov/authorities/subjects/sh00006257	exact		Inspection; Sampling; Track inspection cars; Customs inspection; Engineering inspection
recKrzVuLHn3WbqNd	Poverty	13	2	topic	Poverty	http://id.loc.gov/authorities/subjects/sh85105939	exact		Poverty; Poverty--Africa; Poverty--Africa, Sub-Saharan; Poverty--Argentina; Poverty--Asia
recFftkqOQqJGLNur	Regulation	13	2	topic	Regulation	http://id.loc.gov/authorities/subjects/sh2002007662	exact		Regulation; Biological transport, Active--Regulation; Binocular rivalry--Regulation; Biological transport--Regulation; Biomineralization--Regulation
recTdbwPhSPuOaeNu	Religion	12	1	topic	Religion	http://id.loc.gov/authorities/subjects/sh2002007663	exact		Religion; Religion; Alcoholism--Religious aspects; Archaeology and religion; Architecture and religion
recAIUyroxylCct6R	Rule of law	11	2	topic	Rule of law	http://id.loc.gov/authorities/subjects/sh85115805	exact	Administrative law → sh85108696 → Law	Rule of law; Rule of law--China; Rule of law--Congresses; Rule of law--Germany; Rule of law--Germany (West)
recdiMV0YZrVVg6YA	Alcoholism	11	2	topic	Alcoholism	http://id.loc.gov/authorities/subjects/sh85003292	exact	Substance abuse → Psychology, Pathological → Neurology → sh85083064 → Human biology → Biology → Life sciences	Alcoholism; Alcoholism--Adjuvant treatment; Alcoholism--Adjuvant treatment--Minnesota; Alcoholism--Age factors; Alcoholism--Alternative treatment
recgczkPZxkm4MoH3	Strategic Defense Initiative	11	1	topic	Strategic Defense Initiative	http://id.loc.gov/authorities/subjects/sh85128507	exact	Ballistic missile defenses--United States	Strategic Defense Initiative; Strategic Defense Initiative--Congresses
recdwQlfXi768jjGn	Tomahawk (guided missile)	11	1	topic	Tomahawk (Guided missile)	http://id.loc.gov/authorities/subjects/sh90001229	exact	sh85034367 → sh85057725 → Precision guided munitions → sh85145837 → Engineering systems → sh85043176 → sh85065826 → Handicraft → Occupations	Tomahawk (Guided missile)
reczkGIfJuJH0x6bo	Heroin	11	3	topic	Heroin	http://id.loc.gov/authorities/subjects/sh85060444	exact		Heroin; Heroin abuse; Heroin abuse--Fiction; Heroin abuse--Juvenile literature; Heroin abuse--Treatment
recLI0wMvw0WL5lft	Homosexuality	11	1	topic	Homosexuality	http://id.loc.gov/authorities/subjects/sh85061780	exact		Homosexuality; Homosexuality and architecture; Homosexuality and art; Astrology and homosexuality; Children and homosexuality
reccKWZw7wcZPbjV8	Reconnaissance aircraft	10	1	topic	Reconnaissance aircraft	http://id.loc.gov/authorities/subjects/sh85111861	exact	Aerial reconnaissance → Military reconnaissance → sh85085302 → Detectors → Engineering instruments → Scientific apparatus and instruments	Reconnaissance aircraft; Reconnaissance aircraft--Piloting
recSfbJagJXBO6ubL	Forgery	10	1	topic	Forgery	http://id.loc.gov/authorities/subjects/sh85050757	exact	Fraud → sh85036187 → Truthfulness and falsehood → Reliability → sh85030802 → sh85045096	Forgery; Forgery (Canon law); Forgery in literature; Forgery--Law and legislation; Forgery of antiquities
recGyANHVoHzSnaL4	Disaster relief	10	2	topic	Disaster relief	http://id.loc.gov/authorities/subjects/sh85038299	exact	Emergency management → Public safety → sh87006649	Disaster relief; Church work with disaster victims; Disaster relief--Bangladesh; Disaster relief--California; Disaster relief--China
reckO9szxNydLBID0	Aluminum	10	1	topic	Aluminum	http://id.loc.gov/authorities/subjects/sh85003956	exact		Aluminum; Aluminum forgings; Plates, Aluminum; Aluminum alloys; Aluminum alloys--Acoustic properties
recoco7SW1Tkt0mwM	Sports	10	1	topic	Sports	http://id.loc.gov/authorities/subjects/sh00007735	exact		Sports; Sports; Athletic ability; Sports accidents; Sports addiction
rec9i482eX195qnGX	Nationalism	10	3	topic	Nationalism	http://id.loc.gov/authorities/subjects/sh85090150	exact		Nationalism; Nationalism--Africa; Nationalism--Africa, North; Nationalism--Africa, Southern; Nationalism--Africa, Sub-Saharan
rec2HqULsC7KBoXeW	Rice	9	2	topic	Rice	http://id.loc.gov/authorities/subjects/sh85113862	exact	Oryza → Grasses → Cyperales → Monocotyledons → Angiosperms	Rice; Rice beer; Rice blast disease; Chilo suppressalis; Rice bran
recDNr3fFoY74D9ro	Crops	9	2	topic	Crops	http://id.loc.gov/authorities/subjects/sh85034249	exact	Farm produce → sh85050184 → Dinners and dining → Caterers and catering → Cooking → Food science → Chemical engineering	Crops; Crops--Abnormalities; Crops--Adaptation; Crops and climate; Crops and climate--Congresses
recOnXrY2VMpZg7fA	Biological warfare	9	2	topic	Biological warfare	http://id.loc.gov/authorities/subjects/sh00007763	exact		Biological warfare; Biological warfare; Biological weapons; Biological warfare (International law); Biological warfare--Safety measures
recEHUENjuJE5ar1x	Nuclear energy	9	3	topic	Nuclear energy	http://id.loc.gov/authorities/subjects/sh85092958	exact	Force and energy → sh85101653 → Physical sciences	Nuclear energy; Nuclear energy and meteorology; Nuclear energy--Awards; Nuclear energy--Awards--Congresses; Nuclear energy--Bibliography
recUkDvsgHuU90wRT	Radio	9	3	topic	Radio	http://id.loc.gov/authorities/subjects/sh85110385	exact		Radio; Radio acting; Radio actors and actresses; Radio adaptations; Radio addresses, debates, etc.
reczREQwbes4JwYRJ	Rural development	9	1	topic	Rural development	http://id.loc.gov/authorities/subjects/sh85115899	exact		Rural development; Rural development--Africa; Rural development--Africa--Congresses; Rural development--Africa--Periodicals; Rural development--Africa, Sub-Saharan
recbD1GWKmDCXBXuM	Neutron bomb	9	1	topic	Neutron bomb	http://id.loc.gov/authorities/subjects/sh85091203	exact		Neutron bomb; Neutron irradiation
recQkM307LciDtedN	Operations research	9	1	topic	Operations research	http://id.loc.gov/authorities/subjects/sh85095020	exact		Operations research; Operations research--Congresses; Operations research--Data processing; Operations research--Periodicals
recHw6HPyWWByz7Kd	Capital punishment	9	1	topic	Capital punishment	http://id.loc.gov/authorities/subjects/sh85019949	exact		Capital punishment; Capital punishment (Canon law); Capital punishment--China; Capital punishment--Early works to 1800; Capital punishment--France
rect4tQQCzcqVqdpO	Democratization	8	2	topic	Democratization	http://id.loc.gov/authorities/subjects/sh98003467	exact	sh85104440 → Social sciences → Civilization → Auxiliary sciences of history	Democratization; Democratization--Africa; Democratization--Africa, Sub-Saharan; Democratization--Brazil; Democratization--Chile
recfABRQvTqVuIjoA	Antisemitism	8	2	topic	Antisemitism	http://id.loc.gov/authorities/subjects/sh85005764	exact	Ethnic relations → Assimilation (Sociology) → Anthropology → sh85124003 → Civilization → Auxiliary sciences of history	Antisemitism; Christianity and antisemitism; Feminism and antisemitism; Antisemitism in language; Music and antisemitism
recGMoQo1ESdYK8Gj	Chemical warfare	8	3	topic	Chemical warfare	http://id.loc.gov/authorities/subjects/sh85022958	exact	Air warfare → Aeronautics, Military → Military art and science	Chemical warfare; Chemical warfare; Chemical agents (Munitions); Information storage and retrieval systems--Chemical warfare; Chemical warfare (International law)
recco4TvraiYB3Tfh	Radar	8	2	topic	Radar	http://id.loc.gov/authorities/subjects/sh00007556	exact		Radar; Radar; Radar air traffic control systems; Radar--Antennas; Radar--Antennas--Vibration
recp5DsIbsvFElug7	Corruption	8	1	topic	Corruption	http://id.loc.gov/authorities/subjects/sh94002193	exact	sh85045096 → Philosophy → Humanities	Corruption; Political corruption in literature; Political corruption; Corruption in the Qurʼan; Corruption investigation
recd8LWcmLbIIZh8o	Salmon	8	2	topic	Salmon	http://id.loc.gov/authorities/subjects/sh85116821	exact		Salmon; Salmon farming; Salmon Arm (Columbia-Shuswap, B.C. : Bay); Meagre (Fish); Salmon Bay (Wash. : Bay)
recgpNhn3NejuQEjr	Law enforcement	8	1	topic	Law enforcement	http://id.loc.gov/authorities/subjects/sh85075302	exact		Law enforcement; Law enforcement--California; Law enforcement--Civilian employees; Law enforcement--European Union countries; Law enforcement--Europe--International cooperation
rec8HXmBQjKyPk0EY	Housing	8	2	topic	Housing	http://id.loc.gov/authorities/subjects/sh85062603	exact		Housing; Housing; Housing management--Accounting; Housing subsidies; Rent subsidies
recm0kKdhKGPVOMsn	Chemical industry	8	2	topic	Chemical industry	http://id.loc.gov/authorities/subjects/sh85022913	exact		Chemical industry; Chemical industry--Accidents; Chemical industry--Accidents--Canada; Chemical industry--Accidents--Congresses; Chemical industry--Accidents--Environmental aspects
recPjGjlVHIlHmzym	Repatriation	7	1	topic	Repatriation	http://id.loc.gov/authorities/subjects/sh85112903	exact	sh85042790 → International travel regulations → Customs administration--Law and legislation	Repatriation; Repatriation--China; Forced repatriation; Repatriation--France; Repatriation--Israel
recZKrxjPGVAD7pJf	Summit meetings	7	1	topic	Summit meetings	http://id.loc.gov/authorities/subjects/sh87007171	exact	Visits of state → Visitors, Foreign → Travelers → Persons	Summit meetings
recC7rknrVEB9QNEK	Blockade	7	1	topic	Blockade	http://id.loc.gov/authorities/subjects/sh85014919	exact	sh85145114 → sh85067435	Blockade; Blockade--Gaza Strip; Gaza Strip--History--Blockade, 2007-; Blockade, Pacific; Blockades
recmcLXlokIhw3k5j	Copper	7	2	topic	Copper	http://id.loc.gov/authorities/subjects/sh85032278	exact		Copper; Copper--Bioaccumulation; Copper age; Copper age--Balkan Peninsula; Copper age--Caucasus, South
recT9SDfSZeFRiMti	Gold	7	2	topic	Gold	http://id.loc.gov/authorities/subjects/sh85055692	exact		Gold; Gold alloys; Sculpture, Chryselephantine; Green and black poison dart frog; Goldwork, Prehistoric
recsoROKqAphh6ocP	Transportation	7	3	topic	Transportation	http://id.loc.gov/authorities/subjects/sh2001008994	exact		Transportation; Transportation; Transportation accidents--Investigation; Transportation accidents; Transportation accidents--Germany (West)
rec5Zq5iTuWG2mE3w	Fuel	7	1	topic	Fuel	http://id.loc.gov/authorities/subjects/sh00005720	exact		Fuel; Fuel; Air-fuel ratio; Fuel--Analysis; Fly ash
recPQgfVTW98s8cOn	Credit	7	1	topic	Credit	http://id.loc.gov/authorities/subjects/sh85033856	exact		Credit; Credit disability insurance; Charge accounts; Credit control; Credit analysis
rec26FVg4SV48wXxH	Socialism	7	1	topic	Socialism	http://id.loc.gov/authorities/subjects/sh85124118	exact		Socialism; Socialism--Africa; Socialism--Algeria; Socialism and antisemitism; Socialism and art
recccsLNIL3CJoY3h	Women	7	1	topic	Women	http://id.loc.gov/authorities/subjects/sh2002006249	exact		Women; Women; Women abolitionists; African American women abolitionists; Women abolitionists--United States
rec9aDoDi7sluDnsm	Civil rights	6	3	topic	Civil rights	http://id.loc.gov/authorities/subjects/sh85026371	exact	Constitutional law → Public law → Law	Civil rights; Civil rights; Civil rights workers; Civil rights--Africa; Civil rights--America
recAZ6vp0KaSfYUeW	Nuclear nonproliferation	6	2	topic	Nuclear nonproliferation	http://id.loc.gov/authorities/subjects/sh85093020	exact	Nuclear arms control → sh85007351 → Security, International → International relations	Nuclear nonproliferation; Nuclear nonproliferation--Congresses; Nuclear nonproliferation--Government policy--United States; Information storage and retrieval systems--Nuclear nonproliferation; Nuclear nonproliferation--International cooperation
recfrz0b94d87k9th	Nuclear engineering	6	1	topic	Nuclear engineering	http://id.loc.gov/authorities/subjects/sh85092968	exact	Engineering → sh85065826 → Handicraft → Occupations	Nuclear engineering; Nuclear engineering--Belgium; Nuclear engineering--Bibliography; Nuclear engineering--Bibliography--Microform catalogs; Nuclear engineering--Computer programs
recqAPrajNMdo0x5k	National security	6	2	topic	National security	http://id.loc.gov/authorities/subjects/sh85090122	exact		National security; National security--Afghanistan; National security--Africa; National security--Africa, Southern; National security and globalization
rec3jq56tRRiAvPzT	Energy policy	6	2	topic	Energy policy	http://id.loc.gov/authorities/subjects/sh85043147	exact		Energy policy; Energy policy--Asia; Energy policy--Australia; Energy policy--Bibliography; Energy policy--Brazil
recIfFl6ouaEmS16p	Iron	6	3	topic	Iron	http://id.loc.gov/authorities/subjects/sh85068131	exact		Iron; Ferric chloride; Iron age; Iron age--Denmark; Iron age--England
rec8Z9Aom0TY2rMGQ	Zinc	6	2	topic	Zinc	http://id.loc.gov/authorities/subjects/sh85149842	exact		Zinc; Zinc alloy ingots; Zinc alloys; Zinc alloys--Metallography; Zinc--Bioavailability
recLVtmipNOLIF0A1	Silver	6	2	topic	Silver	http://id.loc.gov/authorities/subjects/sh85122588	exact		Silver; Silver Age Ranch (Canyon City, Nev.); Silver age (Russian arts); Silver Age Sentinels (Game); Silver alloys
